"Country","Year","Combustible fuels","Hydro","Solar","Wind","Nuclear fuels and other fuels n.e.c.","Natural gas","Renewables and biofuels"
"France","2025-07",2053.75,3821.976,4164.046,2900.869,29533.908,1208.684,11084.18
"France","2025-08",2011.555,3453.317,3803.194,2627.214,28619.545,1170.264,10084.999
"Netherlands","2019-01",9901.74,10.434,80.359,1269.339,360.784,6489.219,1753.708
"Netherlands","2019-02",8789.891,8.055,194.485,953.473,247.09,5878.907,1499.239
"Netherlands","2019-03",8360.711,8.892,307.928,1440.035,359.383,5733.352,2178.701
"Netherlands","2019-04",6881.737,8.459,615.966,812.979,347.101,4703.507,1795.702
"Netherlands","2019-05",7584.252,8.446,726.523,688.285,329.488,5636.262,1791.473
"Netherlands","2019-06",6528.775,6.403,848.924,583.145,31.514,4907.664,1804.407
"Netherlands","2019-07",7412.606,0.976,812.16,548.58,308.644,5616.206,1748.459
"Netherlands","2019-08",7048.567,1.025,740.479,760.611,317.578,5745.342,1919.29
"Netherlands","2019-09",7188.529,0.506,486.096,924.571,336.721,6154.767,1659.876
"Netherlands","2019-10",8822.724,4.763,266.988,1111.362,354.233,6529.843,1762.134
"Netherlands","2019-11",9409.971,8.043,147.175,937.094,347.521,6224.601,1758.766
"Netherlands","2019-12",8530.582,8.18,108.962,1478.453,360.242,5552.596,2305.992
"Netherlands","2020-01",9235.648,10.648,112.728,1523.171,360.683,7505.189,2159.622
"Netherlands","2020-02",7581.515,2.405,213.095,1892.691,329.871,5882.276,2696.791
"Netherlands","2020-03",7222.311,5.751,647.921,1445.485,359.589,5345.94,2804.287
"Netherlands","2020-04",5814.202,6.62,1105.978,824.403,347.05,4547.887,2489.222
"Netherlands","2020-05",6795.698,3.7,1414.091,789.007,311.15,5402.22,2868.861
"Netherlands","2020-06",6820.224,2.405,1277.811,763.163,156.318,5683.439,2559.52
"Netherlands","2020-07",8203.387,1.152,1228.062,839.605,303.985,6723.126,2764.95
"Netherlands","2020-08",8449.713,0.077,1176.296,869.716,346.303,6923.333,2726.5
"Netherlands","2020-09",7771.542,0.666,835.708,973.283,337.204,5732.896,2474.225
"Netherlands","2020-10",7565.623,2.648,370.175,1949.139,354.238,5481.552,3066.591
"Netherlands","2020-11",7948.183,2.757,251.861,1650.161,301.352,5916.833,2651.863
"Netherlands","2020-12",8272.84,7.237,131.007,1819.306,357.369,6120.87,2787.633
"Netherlands","2021-01",8861.769,7.39,204.954,1821.881,357.827,6086.971,2973.637
"Netherlands","2021-02",7910.355,4.237,466.075,1861.53,321.089,5860.451,3144.677
"Netherlands","2021-03",8382.158,11.735,838.057,1645.837,359.731,6070.745,3367.319
"Netherlands","2021-04",6386.852,8.157,1367.422,1373.735,332.665,4531.602,3546.157
"Netherlands","2021-05",5904.015,9.451,1538.464,1308.518,209.691,4237.791,3566.662
"Netherlands","2021-06",6070.721,8.983,1853.727,659.41,0,4780.527,2956.742
"Netherlands","2021-07",6585.851,8.008,1630.42,1040.188,328.66,4017.375,3509.018
"Netherlands","2021-08",5318.94,10.202,1392.769,1403.534,350.425,2517.2,3794.478
"Netherlands","2021-09",6291.264,3.405,1114.44,923.983,339.127,3796.293,2846.282
"Netherlands","2021-10",6224.32,3.3,621.972,2195.92,314.272,3176.824,3628.469
"Netherlands","2021-11",8170.765,3.43,290.551,1588.91,346.2,5225.224,2757.014
"Netherlands","2021-12",8286.322,5.043,180.316,2105.682,358.345,5007.481,3113.866
"Netherlands","2022-01",7851.956,9.476,274.02,2285.233,360.879,5059.659,3428.125
"Netherlands","2022-02",5338.61,9.76,568.189,3122.039,325.838,3478.154,4379.15
"Netherlands","2022-03",7289.881,10.738,1498.196,1405.635,351.382,4591.218,3795.69
"Netherlands","2022-04",5265.834,9.614,1869.168,1905.293,102.821,3429.68,4252.638
"Netherlands","2022-05",5092.713,2.855,2431.287,1287.025,356.24,3739.005,4216.693
"Netherlands","2022-06",6335.841,2.234,2652.535,1036.249,340.607,3895.429,4528.848
"Netherlands","2022-07",6097.311,0.553,2621.544,1014.24,347.457,3375.253,4500.395
"Netherlands","2022-08",6449.087,0.071,2450.087,874.772,344.779,3732.009,4136.423
"Netherlands","2022-09",6135.452,0.771,1531.833,1330.038,338.106,3227.824,3578.448
"Netherlands","2022-10",6014.507,0.633,975.461,2020.591,354.712,4043.348,3468.383
"Netherlands","2022-11",5406.717,1.148,489.758,2643.064,346.468,3209.419,3871.881
"Netherlands","2022-12",7799.2,2.144,293.509,2227.929,360.705,5095.078,3264.276
"Netherlands","2023-01",6198.601,11.713,329.461,3152.247,361.375,3783.233,4218.272
"Netherlands","2023-02",6591.876,9.916,685.201,2055.412,326.129,4143.002,3473.356
"Netherlands","2023-03",6189.752,12.297,1234.3,2765.013,345.891,4019.762,4614.532
"Netherlands","2023-04",5422.376,10.645,2102.357,1934.362,0,3370.094,4756.301
"Netherlands","2023-05",4669.075,10.086,3032.041,1562.228,347.489,3340.744,5190.323
"Netherlands","2023-06",4650.448,1.954,3560.461,1535.956,341.365,4020.628,5344.753
"Netherlands","2023-07",4280.826,1.624,2792.241,2364.392,349.957,3437.57,5497.254
"Netherlands","2023-08",5507.768,3.792,2470.77,1567.195,350.425,4340.013,4547.504
"Netherlands","2023-09",5480.153,0.854,2044.528,1468.13,337.755,4150.757,4104.676
"Netherlands","2023-10",4928.001,1.217,1009.174,3111.349,355.432,3150.474,4692.151
"Netherlands","2023-11",5060.63,2.705,477.133,3584.089,347.884,3193.689,4655.566
"Netherlands","2023-12",5726.559,1.224,254.948,4064.125,303.384,3924.169,4906.319
"Netherlands","2024-01",6740.418,6.552,469.612,3851.252,361.609,4915.57,4910.841
"Netherlands","2024-02",5361.748,5.093,597.87,3791.03,338.075,3570.579,5059.54
"Netherlands","2024-03",5703.455,11.155,1507.337,2893.417,360.533,3838.323,5157.272
"Netherlands","2024-04",3922.512,8.735,2315.128,3439.818,53.9,2900.468,6131.55
"Netherlands","2024-05",4140.577,9.57,3105.301,1658.712,0,3003.288,5200.689
"Netherlands","2024-06",3704.627,8.702,3271.707,1757.45,167.349,2934.21,5307.274
"Netherlands","2024-07",3815.451,11.82,3278.166,1898.127,350.751,2963.543,5504.235
"Netherlands","2024-08",4307.648,2.927,3063.274,1857.624,347.862,3082.519,5309.368
"Netherlands","2024-09",4352.812,2.312,2052.396,2417.064,338.547,3062.543,4806.937
"Netherlands","2024-10",5523.609,6.83,1220.212,2375.458,355.345,3455.863,4213.687
"Netherlands","2024-11",7705.194,3.654,503.162,2690.014,347.285,5177.591,4042.026
"Netherlands","2024-12",6486.325,8.041,260.973,4069.617,361.152,4030.428,5152.947
"Netherlands","2025-01",8101.862,8.121,403.838,2942.373,361.88,5331.176,4180.986
"Netherlands","2025-02",7636.292,14.528,941.245,2677.973,326.494,4874.882,4387.787
"Netherlands","2025-03",6716.318,10.853,2258.874,1855.017,360.538,4013.52,4908.791
"Netherlands","2025-04",5133.432,4.096,2838.859,1670.605,52.707,3358.068,4903.758
"Netherlands","2025-05",3590.43,2.208,3436.75,2610.633,260.718,2780.297,6369.84
"Netherlands","2025-06",3219.4,2.906,3410.627,2296.778,340.413,2430.665,5965.184
"Netherlands","2025-07",5102.202,1.662,3293.035,1601.053,347.408,3651.738,5372.009
"Netherlands","2025-08",5419.854,0.83,3098.942,1812.297,346.694,3756.482,5345.387
"Poland","2019-01",12737.226,254.346,6.471,1541.634,0,1201.001,2297.812
"Poland","2019-02",10541.523,258.045,23.593,1514.338,0,1067.131,2227.507
"Poland","2019-03",10703.831,335.291,40.783,1775.231,0,1227.542,2621.219
"Poland","2019-04",10278.039,247.979,73.198,1230.862,0,1338.77,2000.614
"Poland","2019-05",10642.723,310.392,67.757,1002.763,0,1142.303,1801.706
"Poland","2019-06",10551.272,242.633,124.437,743.886,0,976.285,1557.16
"Poland","2019-07",10790.123,134.909,94.358,893.691,0,1158.824,1642.239
"Poland","2019-08",11119.485,138.61,100.849,588.167,0,1271.458,1333.095
"Poland","2019-09",10258.207,140.954,77.399,1176.146,0,924.877,1868.449
"Poland","2019-10",11173.636,158.382,62.217,1149.931,0,1209.739,1902.13
"Poland","2019-11",10747.43,186.937,25.791,1326.235,0,1317.927,2041.695
"Poland","2019-12",11100.634,219.805,25.834,1760.09,0,1624.489,2558.392
"Poland","2020-01",11313.158,236.432,25.285,1863.674,0,1341.414,2685.377
"Poland","2020-02",10031.856,304.126,46.585,2139.094,0,1237.98,2988.29
"Poland","2020-03",10380.457,290.157,181.627,1473.405,0,1353.571,2531.034
"Poland","2020-04",8860.42,183.531,253.654,1218.739,0,1264.294,2143.399
"Poland","2020-05",9050.383,201.119,208.766,1118.02,0,1234.188,2049.785
"Poland","2020-06",9198.001,281.434,228.158,733.992,0,1037.045,1729.145
"Poland","2020-07",9892.962,242.717,280.972,858.783,0,1325.27,1832.343
"Poland","2020-08",10232.19,166.823,277.56,682.638,0,1170.707,1655.402
"Poland","2020-09",10238.176,175.218,236.851,907.871,0,1232.744,1826.066
"Poland","2020-10",10883.137,286.992,115.253,1304.337,0,1358.012,2257.303
"Poland","2020-11",11109.059,267.338,62.008,1260.882,0,1565.729,2143.031
"Poland","2020-12",11547.792,266.418,48.1,1692.407,0,1653.226,2529.622
"Poland","2021-01",12753.855,287.507,31.785,1253.16,0,1560.463,2063.334
"Poland","2021-02",11138.538,273.249,112.28,1289.368,0,1218.962,2103.579
"Poland","2021-03",11288.854,329.292,243.922,1417.7,0,1176.306,2483.441
"Poland","2021-04",10554.566,317.46,355.773,1390.181,0,1114.23,2589.056
"Poland","2021-05",10115.27,340.024,468.194,1404.014,0,1179.843,2684.094
"Poland","2021-06",10974.747,190.169,633.323,662.819,0,1256.825,1961.681
"Poland","2021-07",11909.12,196.427,554.189,709.222,0,1258.564,1921.427
"Poland","2021-08",11463.469,228.85,459.867,1054.057,0,1188.669,2253.235
"Poland","2021-09",12172.7,268.754,435.331,1053.893,0,1132.046,2280.493
"Poland","2021-10",11879.651,224.311,363.448,2181.775,0,1330.127,3334.172
"Poland","2021-11",12574.585,189.615,127.92,1719.481,0,1439.005,2567.526
"Poland","2021-12",13516.761,222.669,58.48,1861.418,0,1321.282,2652.285
"Poland","2022-01",12100.787,309.981,95.411,2574.896,0,1313.341,3515.436
"Poland","2022-02",10266.468,345.299,240.63,2686.254,0,1068.909,3720.632
"Poland","2022-03",12626.666,276.437,744.281,1219.405,0,1018.365,2737.197
"Poland","2022-04",10850.055,328.748,701.463,1706.811,0,827.53,3199.132
"Poland","2022-05",10452.24,246.016,1046.839,1383.618,0,967.261,3189.575
"Poland","2022-06",10323.083,207.611,1190.56,918.195,0,940.172,2808.303
"Poland","2022-07",10171.69,176.175,1142,1258.92,0,722.858,3036.777
"Poland","2022-08",10877.178,194.818,1093.148,750.843,0,628.872,2378.807
"Poland","2022-09",10445.268,212.869,748.32,1115.399,0,595.985,2407.407
"Poland","2022-10",10660.43,236.308,605.678,1691.051,0,882.762,2965.815
"Poland","2022-11",12105.454,203.955,249.017,1257.036,0,1113.026,2196.692
"Poland","2022-12",12440.682,250.192,189.937,1970.138,0,1149.411,2923.158
"Poland","2023-01",11268.272,327.686,118.565,2466.095,0,1512.202,3441.201
"Poland","2023-02",10094.104,357.593,312.49,2259.382,0,1337.375,3420.732
"Poland","2023-03",10194.093,404.302,705.666,2276.633,0,1661.159,3917.466
"Poland","2023-04",8972.322,374.88,999.587,1470.003,0,1403.349,3360.967
"Poland","2023-05",8314.646,329.252,1609.857,1486.763,0,1056.367,3771.018
"Poland","2023-06",8129.312,245.924,1672.251,945.937,0,1139.237,3311.501
"Poland","2023-07",8324.36,228.855,1750.863,1237.323,0,1172.669,3675.122
"Poland","2023-08",8927.921,276.894,1419.501,1346.844,0,1213.612,3507.309
"Poland","2023-09",8999.026,222.396,1515.716,1239.832,0,778.069,3434.097
"Poland","2023-10",9941.541,231.78,740.815,2512.048,0,1375.891,3993.747
"Poland","2023-11",10886.136,289.939,316.506,2254.225,0,1759.832,3394.366
"Poland","2023-12",10945.825,377.396,138.491,3113.682,0,1837.156,4139.495
"Poland","2024-01",10918.867,432.125,213.173,3038.467,0,1961.114,4184.177
"Poland","2024-02",9309.974,423.044,404.194,2649.873,0,1734.646,3928.655
"Poland","2024-03",9619.754,396.098,1118.415,2245.528,0,1650.865,4224.22
"Poland","2024-04",8360.927,348.356,1439.896,2010.252,0,1307.339,4168.969
"Poland","2024-05",7809.25,254.775,2317.154,1462.815,0,879.334,4466.874
"Poland","2024-06",8130.987,201.389,2027.857,1091.258,0,846.59,3784.327
"Poland","2024-07",8444.056,177.531,2192.297,1157.698,0,1142.948,3991.585
"Poland","2024-08",9000.809,169.503,2130.739,1235.156,0,1623.457,4041.244
"Poland","2024-09",8655.741,155.184,1624.847,2198.046,0,1669.283,4511.308
"Poland","2024-10",9836.028,182.916,1038.115,2114.905,0,1879.512,3909.815
"Poland","2024-11",11136.064,164.243,357.782,2354.896,0,2226.456,3473.336
"Poland","2024-12",11631.39,200.062,235.275,2619.732,0,2120.729,3716.209
"Poland","2025-01",11868.176,231.162,381.923,3122.667,0,2250.805,4332.931
"Poland","2025-02",11457.068,193.402,847.165,1433.159,0,2018.548,3037.011
"Poland","2025-03",10073.206,232.155,1751.665,1958.132,0,2039.505,4506.823
"Poland","2025-04",8525.728,230.543,2483.553,1701.674,0,1882.014,5008.192
"Poland","2025-05",7956.403,230.198,2591.845,1614.419,0,1614.592,5032.089
"Poland","2025-06",7069.499,209.344,2859.369,2243.421,0,1321.355,5863.851
"Poland","2025-07",8546.508,200.735,2630.197,1409.759,0,1726.835,4694.147
"Poland","2025-08",7861.585,199.785,2716.712,1332.993,0,1574.794,4790.182
"Sweden","2019-01",2081.904,6406.565,0,1840.125,6050.46,185.999,9765.599
"Sweden","2019-02",1692.325,5456.107,0,2085.558,5497.41,130.867,8822.8
"Sweden","2019-03",1758.663,5766.086,0,2375.331,5759.525,108.541,9501.944
"Sweden","2019-04",1404.817,5379.635,0,1325.816,5210.828,48.499,7876.436
"Sweden","2019-05",1031.361,5367.885,0,1408.648,4929.872,3.052,7690.201
"Sweden","2019-06",818.065,4889.143,0,1356.9,5771.389,3.853,6966.042
"Sweden","2019-07",881.829,4950.465,0,1055.425,5036.108,2.962,6729.623
"Sweden","2019-08",852.277,3827.201,0,1197.081,4930.087,3.793,5744.563
"Sweden","2019-09",884.453,4464.354,0,1656.902,4350.772,3.355,6881.869
"Sweden","2019-10",1168.415,5660.086,0,1637.777,5457.288,6.96,8304.975
"Sweden","2019-11",1453.56,6333.065,0,1484.445,5584.912,16.548,9094.918
"Sweden","2019-12",1559.32,6121.831,0,2478.308,5754.943,24.993,9965.087
"Sweden","2020-01",1483.62,5931.12,0,3513.817,5760.135,12.817,10737.365
"Sweden","2020-02",1272.568,6441.939,0,3051.182,4684.014,13.055,10605.406
"Sweden","2020-03",1240.254,6998.071,0,2975.291,5181.181,2.804,11060.275
"Sweden","2020-04",963.948,6218.218,0,2503.025,3952.561,0.362,9547.285
"Sweden","2020-05",931.266,6078.77,0,1668.486,3397.559,3.112,8538.053
"Sweden","2020-06",825.585,5341.204,0,1151.651,2890.384,0.207,7175.081
"Sweden","2020-07",798.198,4692.47,0,1770.419,3656.05,15.938,7107.571
"Sweden","2020-08",735.248,5865.633,0,1203.586,2563.189,16.603,7707.466
"Sweden","2020-09",880.431,4640.956,0,2368.672,3148.721,10.136,7756.762
"Sweden","2020-10",1027.283,5702.227,0,2227.361,3911.263,8.042,8782.456
"Sweden","2020-11",1110.676,6190.012,0,3119.813,3589.947,8.985,10261.922
"Sweden","2020-12",1382.948,7114.087,0,2035.777,4527.395,15.658,10332.79
"Sweden","2021-01",1820,8101,7,1628,5000,95,11214
"Sweden","2021-02",1540,6814,26,2414,4644,84,10514
"Sweden","2021-03",1540,6325,82,3015,5040,12,10767
"Sweden","2021-04",1279,5870,147,2701,4929,7,9830
"Sweden","2021-05",1041,6255,135,1491,3772,2,8758
"Sweden","2021-06",819,5380,181,1356,3326,2,7577
"Sweden","2021-07",822,5468,190,1555,3462,4,7893
"Sweden","2021-08",865,5493,157,1899,3217,6,8303
"Sweden","2021-09",1019,4980,108,2228,3721,8,8180
"Sweden","2021-10",1122,5377,58,3335,4369,13,9749
"Sweden","2021-11",1480,6283,24,2864,4949,23,10458
"Sweden","2021-12",1976,7263,8,2997,5015,115,11917
"Sweden","2022-01",1780,6175,28,4226,4963,30,12000
"Sweden","2022-02",1491,6010,56,3637,4349,12,11050
"Sweden","2022-03",1653,5979,196,3320,5124,8,10962
"Sweden","2022-04",1425,5705,223,2236,4490,4,9419
"Sweden","2022-05",1153,5178,261,2769,3761,4,9196
"Sweden","2022-06",920,5379,274,1856,3677,1,8269
"Sweden","2022-07",865,5650,285,2251,4096,2,8901
"Sweden","2022-08",906,5778,286,1938,4264,3,8754
"Sweden","2022-09",972,5723,200,2006,3385,4,8766
"Sweden","2022-10",1060,5199,114,3479,3922,11,9712
"Sweden","2022-11",1293,6310,32,2285,4039,18,9747
"Sweden","2022-12",1765,6501,8,3069,3993,86,11039
"Sweden","2023-01",1558,6068,30,3991,4311,36,11469
"Sweden","2023-02",1477,5737,101,4042,3868,42,11161
"Sweden","2023-03",1575,6530,162,3395,4030,38,11472
"Sweden","2023-04",1204,5455,365,2096,4171,3,8967
"Sweden","2023-05",973,4983,579,2620,3147,3,9019
"Sweden","2023-06",770,3922,557,1907,3461,3,7039
"Sweden","2023-07",797,3765,461,2155,3616,2,7051
"Sweden","2023-08",751,5445,302,1860,3362,3,8243
"Sweden","2023-09",694,4331,303,3075,2878,41,8271
"Sweden","2023-10",795,5901,173,3412,4027,11,10178
"Sweden","2023-11",1353,6805,51,2795,4765,9,10711
"Sweden","2023-12",1539,6795,14,2889,4953,17,10913
"Sweden","2024-01",1464.739,6559.226,41.026,4668.965,4609.199,93.34,12469.517
"Sweden","2024-02",1237.67,5993.299,86.276,3774.326,4652.226,10.75,10947.401
"Sweden","2024-03",1375.091,6545.354,245.165,2752.142,4818.787,4.03,10772.13
"Sweden","2024-04",1183.283,5439.739,372.281,2879.972,3797.037,37.62,9708.582
"Sweden","2024-05",827.836,5592.23,763.353,2227.768,3548.703,1.63,9282.79
"Sweden","2024-06",757.605,4274.031,647.25,2314.375,3470.796,6.58,7854.196
"Sweden","2024-07",770.72,4399.399,604.142,2121.026,3630.172,3.72,7763.496
"Sweden","2024-08",706.915,4186.523,560.078,3084.527,4319.65,3.76,8456.568
"Sweden","2024-09",576.771,4991.958,437.248,2794.336,3384.898,8.52,8714.122
"Sweden","2024-10",643.476,5233.457,237.884,3947.712,3992.001,11.33,9973.053
"Sweden","2024-11",1039.139,5563.335,116.929,4638.688,4103.823,20.95,11226.952
"Sweden","2024-12",1180.703,5526.308,34.969,5548.376,4330.463,19.99,12143.723
"Sweden","2025-01",1280.641,6846.441,44.078,4545.621,4332.446,15.67,12555.409
"Sweden","2025-02",1272.518,6389.211,172.008,3379.111,4576.631,22.44,11062.981
"Sweden","2025-03",1195.151,5713.009,477.933,4222.785,4673.76,3.69,11463.107
"Sweden","2025-04",969.308,5512.057,604.17,2927.144,3897.636,3.1,9871.721
"Sweden","2025-05",878.094,4300.698,601.548,3316.523,3328.044,3.38,8956.41
"Sweden","2025-06",690.957,4116.794,664.773,2608.595,3233.227,3.59,7959.082
"Sweden","2025-07",667.547,5972.675,645.65,1516.652,3284.916,3.2,8683.627
"Sweden","2025-08",686.385,5127.415,596.417,2649.751,2813.536,3.63,8970.542
